DATE,PCEPILFE
1997-07-01,77.3303333333333333
1997-10-01,77.5753333333333333
1998-01-01,77.8036666666666667
1998-04-01,78.0420000000000000
1998-07-01,78.3193333333333333
1998-10-01,78.5683333333333333
1999-01-01,78.7660000000000000
1999-04-01,79.0393333333333333
1999-07-01,79.3303333333333333
1999-10-01,79.7033333333333333
2000-01-01,80.1210000000000000
2000-04-01,80.4006666666666667
2000-07-01,80.7880000000000000
2000-10-01,81.1886666666666667
2001-01-01,81.7163333333333333
2001-04-01,82.0250000000000000
2001-07-01,82.2370000000000000
2001-10-01,82.6336666666666667
2002-01-01,82.8876666666666667
2002-04-01,83.3440000000000000
2002-07-01,83.7876666666666667
2002-10-01,84.0856666666666667
2003-01-01,84.3453333333333333
2003-04-01,84.6653333333333333
2003-07-01,85.0526666666666667
2003-10-01,85.4336666666666667
2004-01-01,85.9036666666666667
2004-04-01,86.3943333333333333
2004-07-01,86.7040000000000000
2004-10-01,87.1740000000000000
2005-01-01,87.7940000000000000
2005-04-01,88.2293333333333333
2005-07-01,88.5733333333333333
2005-10-01,89.1646666666666667
2006-01-01,89.6813333333333333
2006-04-01,90.3956666666666667
2006-07-01,90.8826666666666667
2006-10-01,91.2740000000000000
2007-01-01,91.9040000000000000
2007-04-01,92.2863333333333333
2007-07-01,92.7393333333333333
2007-10-01,93.3806666666666667
2008-01-01,93.8750000000000000
2008-04-01,94.2696666666666667
2008-07-01,94.7506666666666667
2008-10-01,94.6756666666666667
2009-01-01,94.6746666666666667
2009-04-01,95.0460000000000000
2009-07-01,95.3826666666666667
2009-10-01,95.9770000000000000
2010-01-01,96.3050000000000000
2010-04-01,96.5650000000000000
2010-07-01,96.7133333333333333
2010-10-01,97.0186666666666667
2011-01-01,97.4453333333333333
2011-04-01,98.0150000000000000
2011-07-01,98.4620000000000000
2011-10-01,98.8130000000000000
2012-01-01,99.4363333333333333
2012-04-01,99.8476666666666667
2012-07-01,100.1363333333333333
2012-10-01,100.5790000000000000
2013-01-01,100.9826666666666667
2013-04-01,101.2910000000000000
2013-07-01,101.6836666666666667
2013-10-01,102.1806666666666667
2014-01-01,102.5330000000000000
2014-04-01,103.0400000000000000
2014-07-01,103.4376666666666667
2014-10-01,103.7353333333333333
2015-01-01,103.9386666666666667
2015-04-01,104.3840000000000000
2015-07-01,104.6986666666666667
2015-10-01,104.9260000000000000
2016-01-01,105.3646666666666667
2016-04-01,105.9370000000000000
2016-07-01,106.4306666666666667
2016-10-01,106.8183333333333333
2017-01-01,107.3276666666666667
2017-04-01,107.7383333333333333
2017-07-01,108.0766666666666667
2017-10-01,108.6076666666666667
2018-01-01,109.3176666666666667
2018-04-01,109.9263333333333333
2018-07-01,110.3136666666666667
2018-10-01,110.8220000000000000
2019-01-01,111.2303333333333333
2019-04-01,111.8076666666666667
2019-07-01,112.2553333333333333
2019-10-01,112.5973333333333333
2020-01-01,113.1190000000000000
2020-04-01,112.8460000000000000
2020-07-01,113.7286666666666667
2020-10-01,114.1623333333333333
2021-01-01,115.0713333333333333
2021-04-01,116.7740000000000000
2021-07-01,118.1520000000000000
2021-10-01,119.5550000000000000
2022-01-01,121.2056666666666667
2022-04-01,122.5920000000000000
2022-07-01,123.9966666666666667
2022-10-01,125.3403333333333333
2023-01-01,126.8420000000000000
2023-04-01,127.9953333333333333
2023-07-01,.
